时间,PM2.5,PM10,CO,NO2,SO2,O3,zPM2.5,zPM10,zCO,zNO2,zSO2,zO3,风速,压强,降水量,温度,湿度,PM2.5差异,PM10差异,CO差异,NO2差异,SO2差异,O3差异
2019/3/1 0:00,81,100,1.51,66,10,41,98.08,148.52,.5,88.98,17,26.98,.3,1020.82,137,7,82.03,17.08,48.52,-1.01,22.98,7,-14.02
2019/3/1 1:00,90,109,1.33,64,10,42,102.07,154.3,.405,92.93,17,27.32,.317,1020.755,137,7,82.65,12.07,45.3,-.925,28.93,7,-14.68
2019/3/1 2:00,77,105,1.38,63,10,45,100.08,147.82,.4,93.62,17,27.55,.233,1020.668,137,7,81.23,23.08,42.82,-.98,30.62,7,-17.45
2019/3/1 3:00,74,90,1.32,49,10,48,99.72,145.6,.4,96.92,17,30.18,.375,1020.237,137,7,81.25,25.72,55.6,-.92,47.92,7,-17.82
2019/3/1 4:00,72,83,1.38,49,10,50,102.07,149.72,.4,79.22,17,29.8,.408,1019.868,137,7,81.38,30.07,66.72,-.98,30.22,7,-20.2
2019/3/1 5:00,72,89,1.58,54,12,43,103.9,151.63,.4,78.08,17,28.42,.451,1019.68,137,7,80.27,31.9,62.63,-1.18,24.08,5,-14.58
2019/3/1 6:00,69,89,2.03,63,12,37,102.05,147.68,.435,85.15,17,27.65,.482,1019.442,137,7,77.32,33.05,58.68,-1.595,22.15,5,-9.35
2019/3/1 7:00,70,92,1.96,57,12,35,98.25,140.72,.588,97.28,17,31.52,.63,1020.593,137,7.37,75.62,28.25,48.72,-1.372,40.28,5,-3.48
2019/3/1 8:00,58,88,1.89,54,13,45,82.63,117.97,.547,92.8,17,42.6,.803,1021.697,137,8.15,70.75,24.63,29.97,-1.343,38.8,4,-2.4
2019/3/1 9:00,53,89,1.98,58,14,46,76.24,108.05,.514,85.24,17,49.15,.754,1022.188,137,9,65.68,23.24,19.05,-1.466,27.24,3,3.15
2019/3/1 10:00,55,86,1.6,52,13,57,70.2,101,.565,88.45,17,55.23,.868,1021.637,137,9.55,59.78,15.2,15,-1.035,36.45,4,-1.77
2019/3/1 11:00,48,79,1.48,45,13,71,62.88,91.55,.5,79.68,17,66.4,1.102,1020.933,137,10,51.3,14.88,12.55,-.98,34.68,4,-4.59999999999999
2019/3/1 12:00,64,82,1.6,50,13,78,74.23,106.95,.436,69.77,17,81.27,1.138,1020.096,137,10.16,47.75,10.23,24.95,-1.164,19.77,4,3.27
2019/3/1 13:00,65,95,1.53,42,12,85,77.25,111.28,.492,81.28,17,87.87,1.213,1019.177,137,10.95,46.57,12.25,16.28,-1.038,39.28,5,2.87
2019/3/1 14:00,59,90,1.56,44,12,90,70.31,101.91,.441,62.71,16.19,88.93,1.084,1018.948,137,10.91,44.59,11.31,11.91,-1.119,18.71,4.19,-1.06999999999999
2019/3/1 15:00,71,103,1.65,52,11,91,79.88,115.85,.461,65.42,16.37,94.14,1.107,1018.863,137,10,48.51,8.88,12.85,-1.189,13.42,5.37,3.14
2019/3/1 16:00,80,107,1.79,62,11,87,90.37,132.22,.5,77.22,17,96,.802,1019.353,137,9.77,53.78,10.37,25.22,-1.29,15.22,6,9
2019/3/1 17:00,85,114,1.88,65,11,84,100.77,150.22,.5,101.23,17,89.45,.543,1019.622,137,9,61.68,15.77,36.22,-1.38,36.23,6,5.45
2019/3/1 18:00,104,122,2.2,64,11,72,114.68,172.85,.5,105.42,17,82.57,.55,1019.453,137,9,65.38,10.68,50.85,-1.7,41.42,6,10.57
2019/3/1 19:00,167,193,2.1,49,10,72,172.8,275.42,.553,104.32,17,72.53,.768,1019.795,137,8.6,73.95,5.80000000000001,82.42,-1.547,55.32,7,.530000000000001
2019/3/1 20:00,186,207,2.02,36,10,81,200.75,326.05,.5,80.58,17,67.72,.888,1019.747,137,8,78.47,14.75,119.05,-1.52,44.58,7,-13.28
2019/3/1 21:00,161,189,1.83,28,10,100,176.93,290.08,.5,62.4,17,79.25,.932,1019.745,137,8,73.67,15.93,101.08,-1.33,34.4,7,-20.75
2019/3/1 22:00,141,156,1.85,25,10,105,151.13,243.4,.5,44.57,17,85.58,.78,1019.337,137,8,70.18,10.13,87.4,-1.35,19.57,7,-19.42
2019/3/1 23:00,120,149,1.88,24,11,102,137.23,219.6,.5,37.4,17,81.95,.858,1018.735,137,8,66.98,17.23,70.6,-1.38,13.4,6,-20.05
2019/3/2 0:00,108,138,1.81,26,11,94,119.33,187.8,.5,34.62,17,69.23,.715,1018.617,137,8,62.02,11.33,49.8,-1.31,8.62,6,-24.77
2019/3/2 1:00,104,124,1.68,23,11,90,115.18,180.47,.5,35.48,17,59.5,.843,1017.222,137,8,63.5,11.18,56.47,-1.18,12.48,6,-30.5
2019/3/2 2:00,75,99,1.66,22,11,87,88.7,136.93,.403,32.12,16.37,54.03,.887,1016.237,137,8,58,13.7,37.93,-1.257,10.12,5.37,-32.97
2019/3/2 3:00,80,89,1.73,22,11,89,80.43,122.27,.4,29.13,16.02,51.68,.892,1015.02,137,8,56.12,.430000000000007,33.27,-1.33,7.13,5.02,-37.32
2019/3/2 4:00,86,100,1.84,23,11,88,93.43,142.6,.415,31.13,16.65,54.22,.837,1014.843,137,8,61.35,7.43000000000001,42.6,-1.425,8.13,5.65,-33.78
2019/3/2 5:00,84,103,1.7,26,11,93,97.72,151.02,.477,37.3,16.97,53.57,.712,1014.643,137,8,65,13.72,48.02,-1.223,11.3,5.97,-39.43
2019/3/2 6:00,71,91,1.86,44,11,74,88.35,133.18,.42,40.92,16.75,49.37,.635,1015.563,137.123,7.73,64.5,17.35,42.18,-1.44,-3.08,5.75,-24.63
2019/3/2 7:00,96,118,1.96,41,11,69,118.83,185.07,.5,70.53,17,42.75,.622,1015.6,137.765,6.72,78.88,22.83,67.07,-1.46,29.53,6,-26.25
2019/3/2 8:00,97,114,1.95,43,11,70,117.03,183.92,.5,71.9,17,46.77,.67,1015.725,138.503,6.45,80.7,20.03,69.92,-1.45,28.9,6,-23.23
2019/3/2 9:00,68,86,1.72,39,10,83,81.89,125.14,.496,74.88,17,55.33,.686,1015.795,139.084,7,71.79,13.89,39.14,-1.224,35.88,7,-27.67
2019/3/2 10:00,70,81,1.86,37,10,96,86.13,130.85,.435,67.33,17,65.72,.433,1016.377,139.5,7,72.58,16.13,49.85,-1.425,30.33,7,-30.28
2019/3/2 11:00,102,113,1.98,46,10,94,117.31,182.58,.5,64.51,17,79.54,.481,1016.047,139.9,7.51,77.76,15.31,69.58,-1.48,18.51,7,-14.46
2019/3/2 12:00,150,157,1.96,38,10,102,155.02,246.75,.5,81.55,17,84.95,.597,1015.27,139.9,8,79.57,5.02000000000001,89.75,-1.46,43.55,7,-17.05
2019/3/2 13:00,151,166,1.74,36,10,97,169,274.73,.5,65.67,17,89.58,.76,1014.402,140.213,7.57,83.47,18,108.73,-1.24,29.67,7,-7.42
2019/3/2 14:00,102,118,1.56,30,11,99,122.45,193.47,.445,65.3,16.95,80.67,1.018,1014.028,140.3,7,78.58,20.45,75.47,-1.115,35.3,5.95,-18.33
2019/3/2 15:00,60,83,1.57,34,10,101,74.02,112.17,.4,51.48,16.53,74.37,.738,1014.092,140.3,7,70.02,14.02,29.17,-1.17,17.48,6.53,-26.63
2019/3/2 16:00,74,90,1.58,39,10,98,87.37,133.12,.4,55.98,16.65,75.73,.722,1013.802,140.3,7,74.8,13.37,43.12,-1.18,16.98,6.65,-22.27
2019/3/2 17:00,67,99,1.64,40,10,94,80.33,121.78,.4,64.6,16.93,71.32,.632,1013.912,140.3,7,72.53,13.33,22.78,-1.24,24.6,6.93,-22.68
2019/3/2 18:00,57,78,1.49,38,10,89,63.2,97.18,.4,65.73,17,62.33,.445,1014.782,140.3,7,68.42,6.2,19.18,-1.09,27.73,7,-26.67
2019/3/2 19:00,45,69,1.43,38,10,89,51.88,84.82,.4,64.92,17,55.43,.408,1015.258,140.3,7,67.67,6.88,15.82,-1.03,26.92,7,-33.57
2019/3/2 20:00,42,65,1.45,41,10,84,49.18,81.07,.4,63.48,16.85,52.25,.412,1015.918,140.3,7,67.93,7.18,16.07,-1.05,22.48,6.85,-31.75
2019/3/2 21:00,44,73,1.43,36,10,91,50.28,82.02,.4,66.6,17,49.2,.33,1015.715,140.3,7,68.8,6.28,9.02,-1.03,30.6,7,-41.8
2019/3/2 22:00,44,67,1.5,40,10,93,50.77,83.03,.4,64.23,16.92,48.87,.275,1015.493,140.3,7,67.82,6.77,16.03,-1.1,24.23,6.92,-44.13
2019/3/2 23:00,46,71,1.48,81,11,63,53.35,86.52,.402,70.1,16.85,48.58,.377,1015.138,140.3,7,68.92,7.35,15.52,-1.078,-10.9,5.85,-14.42
2019/3/3 0:00,50,87,1.59,65,10,49,57.97,91,.4,121.55,17,46.42,.248,1014.592,140.3,7,73.52,7.97,4,-1.19,56.55,7,-2.58
2019/3/3 1:00,51,85,1.41,54,11,60,63.73,96.83,.4,102.73,17,38.45,.268,1013.712,140.3,7,74.62,12.73,11.83,-1.01,48.73,6,-21.55
2019/3/3 2:00,49,85,1.37,39,11,72,65.29,97.59,.4,85.26,17,36.57,.383,1013.452,140.3,7,73.86,16.29,12.59,-.97,46.26,6,-35.43
2019/3/3 3:00,51,74,1.39,35,11,78,61.55,94.93,.4,65.32,17,37.42,.338,1012.865,140.3,6.52,72.85,10.55,20.93,-.99,30.32,6,-40.58
2019/3/3 4:00,51,75,1.4,36,11,78,61.85,95.4,.4,54.97,16.7,37.85,.507,1012.635,140.3,6,72.87,10.85,20.4,-1,18.97,5.7,-40.15
2019/3/3 5:00,58,76,1.44,44,11,77,65.87,98.82,.4,58.47,16.93,37.1,.362,1013.012,140.3,6,73.52,7.87,22.82,-1.04,14.47,5.93,-39.9
2019/3/3 6:00,61,84,1.45,49,11,62,75.67,111.78,.4,66.82,17,36.02,.542,1013.495,140.3,6,75.72,14.67,27.78,-1.05,17.82,6,-25.98
2019/3/3 7:00,68,96,1.56,48,10,58,89.88,134.1,.4,81.12,17,35.73,.578,1013.755,140.3,6.32,79.68,21.88,38.1,-1.16,33.12,7,-22.27
2019/3/3 8:00,73,90,1.56,57,11,58,93.27,139.12,.4,82.02,17,41.13,.533,1013.91,140.3,7,77.15,20.27,49.12,-1.16,25.02,6,-16.87
2019/3/3 9:00,68,101,1.68,57,11,57,91.66,133.66,.4,92,17,48.34,.566,1014.184,140.3,7.72,72.6,23.66,32.66,-1.28,35,6,-8.66
2019/3/3 10:00,69,96,1.64,55,12,65,87.33,127.5,.432,90.77,17,56.18,.652,1014.055,140.3,8.63,67.47,18.33,31.5,-1.208,35.77,5,-8.82
2019/3/3 11:00,68,96,1.79,45,11,71,84.22,119.83,.44,88.88,17,59.98,.657,1013.728,140.3,9,64.85,16.22,23.83,-1.35,43.88,6,-11.02
2019/3/3 12:00,60,87,1.68,26,11,94,72.13,105,.442,70.33,17,65.33,.78,1013.393,140.3,9,60.6,12.13,18,-1.238,44.33,6,-28.67
2019/3/3 13:00,51,71,1.38,25,10,104,63.03,95.23,.445,44.77,16.13,75.22,.57,1013.062,140.3,9.67,55.67,12.03,24.23,-.935,19.77,6.13,-28.78
2019/3/3 14:00,38,65,1.33,25,10,104,48.97,79.05,.4,37.77,14.02,78.83,.865,1012.642,140.3,9.93,54.92,10.97,14.05,-.93,12.77,4.02,-25.17
2019/3/3 15:00,41,61,1.33,27,9,106,48.95,79.4,.4,39.28,14.07,79.33,.883,1012.558,140.3,9.63,57.15,7.95,18.4,-.93,12.28,5.07,-26.67
2019/3/3 16:00,38,67,1.41,32,9,101,51.55,83.27,.4,38.68,14,79.27,.842,1012.575,140.3,9,60.75,13.55,16.27,-1.01,6.68,5,-21.73
2019/3/3 17:00,56,87,1.44,29,9,99,66.03,99.62,.4,51.88,14.28,70.73,.7,1012.923,140.3,8.22,67.45,10.03,12.62,-1.04,22.88,5.28,-28.27
2019/3/3 18:00,57,91,1.42,25,9,98,68.97,102.33,.4,49.73,14.65,66.18,.762,1013.292,140.3,8,69.57,11.97,11.33,-1.02,24.73,5.65,-31.82
2019/3/3 19:00,52,80,1.43,31,9,93,71.72,106.08,.4,42.77,14.92,63.42,.767,1013.928,140.3,8,69.8,19.72,26.08,-1.03,11.77,5.92,-29.58
2019/3/3 20:00,53,76,1.36,27,9,88,69.12,102.03,.4,49.9,15.08,56.52,1.17,1014.647,140.3,8,69.13,16.12,26.03,-.96,22.9,6.08,-31.48
2019/3/3 21:00,61,76,1.42,33,9,82,72.37,106.25,.4,46.25,15.03,49.22,.775,1015.144,140.3,7.75,71.46,11.37,30.25,-1.02,13.25,6.03,-32.78
2019/3/3 22:00,62,77,1.4,29,9,81,76.98,113.88,.4,54.57,16.03,44.68,.703,1015.26,140.3,7.15,73.52,14.98,36.88,-1,25.57,7.03,-36.32
2019/3/3 23:00,66,83,1.39,32,9,79,83.27,125.37,.4,49.62,16.08,43.18,.718,1015.047,140.3,7,74,17.27,42.37,-.99,17.62,7.08,-35.82
2019/3/4 0:00,81,99,1.38,30,9,75,94.42,145.15,.4,51.5,16.28,37.88,.773,1015.117,140.3,7,75,13.42,46.15,-.98,21.5,7.28,-37.12
2019/3/4 1:00,69,92,1.4,28,9,75,86.58,130.72,.4,49.27,16.18,34.05,.772,1015.378,140.3,6.6,76.77,17.58,38.72,-1,21.27,7.18,-40.95
2019/3/4 2:00,69,92,1.42,25,9,76,89.92,137.9,.4,43.73,16.78,27.68,.47,1015.088,140.3,5.62,81.32,20.92,45.9,-1.02,18.73,7.78,-48.32
2019/3/4 3:00,68,90,1.48,29,10,70,95.95,148.22,.4,38.65,16.83,26.68,.615,1015.267,140.3,5,85.88,27.95,58.22,-1.08,9.65,6.83,-43.32
2019/3/4 4:00,75,113,1.58,34,9,65,101.78,159.88,.4,46.83,17,26.43,.568,1015.8,140.3,5,88.57,26.78,46.88,-1.18,12.83,8,-38.57
2019/3/4 5:00,78,104,1.77,45,10,61,100.9,159.35,.403,54.37,17,26,.402,1016.152,140.3,4.65,89.88,22.9,55.35,-1.367,9.37,7,-35
2019/3/4 6:00,84,107,1.89,60,11,30,116.47,182.22,.413,67.8,17,25.2,.33,1016.767,140.3,4,93.33,32.47,75.22,-1.477,7.8,6,-4.8
2019/3/4 7:00,82,128,1.92,68,12,15,111.32,175.05,.477,91.97,17,26.92,.488,1017.315,140.3,5.08,90.98,29.32,47.05,-1.443,23.97,5,11.92
2019/3/4 8:00,94,135,1.84,60,11,28,101.67,156.7,.5,114.12,17,39.4,.483,1018.1,140.3,8.97,73.65,7.67,21.7,-1.34,54.12,6,11.4
2019/3/4 9:00,87,117,1.98,39,12,59,91.45,136.63,.5,91.78,17,57,.69,1018.5,140.3,11.52,57.48,4.45,19.63,-1.48,52.78,5,-2
2019/3/4 10:00,84,102,1.78,36,11,73,87.42,128.02,.537,57.5,17,69.3,.76,1018.285,140.3,13.63,46.35,3.42,26.02,-1.243,21.5,6,-3.7
2019/3/4 11:00,82,111,1.69,32,11,83,85,123.36,.5,46.25,16.75,82.93,.854,1017.198,140.3,14.46,40.91,3,12.36,-1.19,14.25,5.75,-.0699999999999932
2019/3/4 12:00,85,113,1.53,24,10,97,86.61,126.1,.463,41.17,15.2,91.49,1.11,1017.134,140.3,14.78,41.56,1.61,13.1,-1.067,17.17,5.2,-5.51000000000001
2019/3/4 13:00,67,96,1.52,22,9,111,79.57,114.88,.4,30.9,14,103.7,1.107,1016.945,140.3,15.65,38.03,12.57,18.88,-1.12,8.9,5,-7.3
2019/3/4 21:00,93,127,1.13,50,11,82,99.12,149.9,.4,91.32,17,88.92,.55,1017.565,140.3,9.65,62.58,6.12,22.9,-.73,41.32,6,6.92
2019/3/4 22:00,97,123,1.23,33,10,96,100.63,154.8,.4,70.12,16.88,90.87,.62,1016.825,140.3,10,62.13,3.63,31.8,-.83,37.12,6.88,-5.13
2019/3/4 23:00,95,134,1.06,26,11,102,100.52,154.28,.4,47.23,16.1,89.53,.767,1016.207,140.3,10,59.78,5.52,20.28,-.66,21.23,5.1,-12.47
2019/3/5 0:00,87,118,1.04,25,11,103,91.7,140.47,.4,35.07,15.03,89.6,.995,1015.707,140.3,10,56.62,4.7,22.47,-.64,10.07,4.03,-13.4
2019/3/5 1:00,88,109,1.16,26,11,96,96.25,146.3,.4,32.1,16.17,83.37,.935,1014.37,140.3,10,58.62,8.25,37.3,-.76,6.1,5.17,-12.63
2019/3/5 2:00,98,113,1.2,24,11,88,103.23,158.97,.4,36.18,17,69.63,.718,1013.695,140.3,9.47,63.6,5.23,45.97,-.8,12.18,6,-18.37
2019/3/5 3:00,99,132,1.18,26,11,85,111.62,172.83,.4,36.47,17,67.92,1.033,1012.738,140.3,9.05,65.75,12.62,40.83,-.78,10.47,6,-17.08
2019/3/5 4:00,99,128,1.28,31,11,78,112.93,175.07,.4,37.77,17,64.98,.997,1012.517,140.3,10,63.75,13.93,47.07,-.88,6.77,6,-13.02
2019/3/5 5:00,99,129,1.28,32,11,77,112.1,173.13,.422,46.42,17,60.93,1.045,1013.077,140.3,9.1,65.38,13.1,44.13,-.858,14.42,6,-16.07
2019/3/5 6:00,93,119,1.25,34,11,74,107.1,167.53,.407,46.85,17,63.67,.973,1013.098,140.3,9,66.25,14.1,48.53,-.843,12.85,6,-10.33
2019/3/5 7:00,94,116,1.27,37,11,71,101.47,159.03,.419,56.07,17,66.47,1.1,1013.251,140.3,9.14,66.44,7.47,43.03,-.851,19.07,6,-4.53
2019/3/5 8:00,91,119,1.22,44,10,65,103.65,160.23,.42,56.5,17,64.73,1.073,1013.627,140.3,9.12,67.02,12.65,41.23,-.8,12.5,7,-.269999999999996
2019/3/5 9:00,91,103,1.29,52,10,56,102.54,158.25,.4,73.88,17,60.7,.833,1014.446,142.011,8.7,78.04,11.54,55.25,-.89,21.88,7,4.7
2019/3/5 10:00,81,89,1.24,39,10,64,106.87,164.47,.427,89.5,17,59.27,.663,1014.563,147.648,8.03,89.78,25.87,75.47,-.813,50.5,7,-4.73
2019/3/5 11:00,78,85,1.28,36,10,74,102.87,158.87,.415,71.7,17,63.03,.75,1014.308,151.473,9,90.83,24.87,73.87,-.865,35.7,7,-10.97
2019/3/5 17:00,57,63,1.1,38,10,63,75.87,115.03,.4,69.48,17,65.72,.87,1012.993,152.9,10,84.02,18.87,52.03,-.7,31.48,7,2.72
2019/3/5 19:00,59,63,1.3,47,10,50,83.73,127.68,.4,67.98,17,53.38,.707,1013.738,152.9,9.15,91.37,24.73,64.68,-.9,20.98,7,3.38
2019/3/6 0:00,89,92,1.19,30,10,65,115.53,182.58,.462,82.62,17,34.9,.563,1015.97,152.9,9,93.28,26.53,90.58,-.728,52.62,7,-30.1
2019/3/6 1:00,93,97,1.11,20,9,77,120.44,192.65,.4,54.37,17,35.44,.528,1015.639,152.9,9,94.95,27.44,95.65,-.71,34.37,8,-41.56
2019/3/6 4:00,99,105,1.18,33,10,53,129.12,205.22,.4,43.78,17,30.17,.317,1016.413,152.9,8,95.92,30.12,100.22,-.78,10.78,7,-22.83
2019/3/6 5:00,91,101,1.27,36,9,68,124.03,197.15,.4,55.78,17,30.37,.248,1017.11,152.9,8.18,95.38,33.03,96.15,-.87,19.78,8,-37.63
2019/3/6 7:00,143,160,3.08,53,10,40,143.42,236.58,.652,82.95,17,35.7,.543,1017.965,152.9,9,91.92,.419999999999987,76.58,-2.428,29.95,7,-4.3
2019/3/6 8:00,176,185,3.79,49,11,44,161.1,270.88,1.158,82.83,17,45.23,.978,1018.405,152.9,9,91.58,-14.9,85.88,-2.632,33.83,6,1.23
2019/3/6 9:00,188,214,2.3,49,12,48,165.39,275.51,1.546,85.36,17.27,55.03,.89,1019.175,152.9,10.95,82.46,-22.61,61.51,-.754,36.36,5.27,7.03
2019/3/6 10:00,111,131,1.67,35,11,68,123.83,188.13,.878,78.92,17.03,62.85,.873,1019.555,152.9,12.85,73.25,12.83,57.13,-.792,43.92,6.03,-5.15
2019/3/6 11:00,87,110,1.84,40,12,67,97.15,144.38,.548,53.93,17,72,.78,1019.322,152.9,13.93,66.25,10.15,34.38,-1.292,13.93,5,5
2019/3/6 12:00,93,114,2.11,39,13,73,104.37,155.37,.618,55.73,17,77.57,.877,1019.093,152.9,14.23,63.42,11.37,41.37,-1.492,16.73,4,4.56999999999999
2019/3/6 13:00,107,139,2.09,44,14,76,117.38,174.3,.77,53.33,17,83.27,1.062,1018.038,152.9,15.12,60.12,10.38,35.3,-1.32,9.33,3,7.27
2019/3/6 14:00,111,138,1.74,36,12,91,116.63,171.2,.788,62.27,14.52,92.73,.922,1017.912,152.9,16.17,54.35,5.63,33.2,-.952,26.27,2.52,1.73
2019/3/6 15:00,102,119,1.74,45,12,89,106.87,156.88,.592,48.23,5.62,95.97,.775,1017.653,152.9,17.03,47.95,4.87,37.88,-1.148,3.23,-6.38,6.97
2019/3/6 16:00,94,129,1.21,42,11,93,106.27,155.7,.59,53.33,7,90.07,.487,1017.483,152.9,16.23,49.63,12.27,26.7,-.62,11.33,-4,-2.93000000000001
2019/3/6 17:00,54,100,1.58,98,10,48,59.08,90.42,.428,45.28,7.2,80.6,.598,1018.258,152.9,14.92,33.83,5.08,-9.58,-1.152,-52.72,-2.8,32.6
2019/3/6 18:00,73,113,2.14,136,13,12,65.87,96.92,.483,92.35,9.98,74.83,.285,1018.848,152.9,13.08,36.77,-7.13,-16.08,-1.657,-43.65,-3.02,62.83
2019/3/6 19:00,96,170,2.15,132,13,12,95.68,141,.685,91.98,11.83,85.98,.293,1019.648,152.9,11.82,51.83,-.319999999999993,-29,-1.465,-40.02,-1.17,73.98
2019/3/6 20:00,87,155,1.47,110,12,21,82.85,120.95,.688,89.27,13,80.33,.288,1020.582,152.9,11,50.67,-4.15000000000001,-34.05,-.782,-20.73,1,59.33
2019/3/6 21:00,54,110,1.22,36,12,76,56.7,86.82,.483,104.5,11.88,71.42,.618,1021.165,152.9,11,43.1,2.7,-23.18,-.737,68.5,-.119999999999999,-4.58
2019/3/6 22:00,90,133,1.3,31,11,82,87.22,134.78,.442,53.32,10,74.92,1.173,1022.103,152.9,11.2,46.32,-2.78,1.78,-.858,22.32,-1,-7.08
2019/3/6 23:00,94,145,1.14,18,10,88,98.53,151.65,.43,42.17,10,72.17,1.73,1022.897,152.9,9.93,51.25,4.53,6.65000000000001,-.71,24.17,0,-15.83
2019/3/7 0:00,80,132,1.36,19,10,88,85.07,128.51,.4,27,10.07,64,1.429,1023.547,152.9,8.51,52.42,5.06999999999999,-3.49000000000001,-.96,8,.0700000000000003,-24
2019/3/7 1:00,116,153,1.37,18,10,90,120.33,192.67,.4,27,12.47,59.88,1.06,1023.993,152.9,7.1,67.88,4.33,39.67,-.97,9,2.47,-30.12
2019/3/7 2:00,116,147,1.44,22,11,80,127.58,204.4,.4,27.45,13,54.67,.81,1023.863,152.9,6.3,73.65,11.58,57.4,-1.04,5.45,2,-25.33
2019/3/7 3:00,137,161,1.36,22,11,79,140.75,227.13,.4,30.42,13,46.43,.877,1023.333,152.9,6,78.52,3.75,66.13,-.96,8.42,2,-32.57
2019/3/7 4:00,116,144,1.15,27,10,74,129.85,209.67,.4,32.62,13,43.72,1.047,1023.855,152.9,5.93,79.08,13.85,65.67,-.75,5.62,3,-30.28
2019/3/7 5:00,70,103,1.08,24,10,64,88.62,137.5,.4,33.62,13,34.02,.902,1024.72,152.9,5.12,71.9,18.62,34.5,-.68,9.62,3,-29.98
2019/3/7 6:00,63,102,1,30,11,60,77.13,117.72,.4,30.95,13,31.43,1.457,1025.313,152.9,4.08,72.13,14.13,15.72,-.6,.949999999999999,2,-28.57
2019/3/7 7:00,47,91,.92,24,10,62,58.03,93.35,.4,45.07,13,35.05,1.5,1026.115,152.9,4.7,69.87,11.03,2.34999999999999,-.52,21.07,3,-26.95
2019/3/7 8:00,36,92,.95,24,10,61,45.6,74.18,.4,35.57,12.65,42.45,1.647,1027.017,152.9,6.47,60.47,9.6,-17.82,-.55,11.57,2.65,-18.55
2019/3/7 9:00,32,88,.98,22,11,65,45.93,74.4,.4,36.7,10.98,49.26,1.484,1027.219,152.9,8.25,53.86,13.93,-13.6,-.58,14.7,-.0199999999999996,-15.74
2019/3/7 10:00,37,82,.94,23,10,66,44.82,72.98,.4,33.27,10.07,56.8,1.273,1027.018,152.9,10.03,46.1,7.82,-9.02,-.54,10.27,.0700000000000003,-9.2
2019/3/7 11:00,31,71,.79,18,10,66,41.14,65.83,.4,28.14,10,64.02,1.317,1026.534,152.9,11.49,38.36,10.14,-5.17,-.39,10.14,0,-1.98
2019/3/7 12:00,22,55,.8,18,10,70,33.12,50.67,.4,27.08,10,63.87,1.39,1025.865,152.9,12.38,30.43,11.12,-4.33,-.4,9.08,0,-6.13
2019/3/7 13:00,14,50,.79,17,10,73,30.57,45.68,.4,27.27,10,66.48,1.243,1024.937,152.9,13.37,27.2,16.57,-4.32,-.39,10.27,0,-6.52
2019/3/7 14:00,20,46,.79,15,10,80,30.38,45.75,.4,27.62,10,70.2,1.388,1023.895,152.9,13.78,25.28,10.38,-.25,-.39,12.62,0,-9.8
2019/3/7 15:00,32,45,.83,19,10,78,32.02,48.7,.4,27,10,74.87,1.37,1024.018,152.9,13.82,25.55,.0200000000000031,3.7,-.43,8,0,-3.13
2019/3/7 16:00,25,47,.9,23,10,80,33.18,50.62,.4,27.18,10,73.57,1.123,1023.597,152.9,13.5,27.02,8.18,3.62,-.5,4.18,0,-6.43000000000001
2019/3/7 17:00,24,55,.9,28,11,80,36.58,56.55,.4,29.8,10,72.02,1.177,1023.448,152.9,11.03,33.22,12.58,1.55,-.5,1.8,-1,-7.98
2019/3/7 18:00,30,58,.88,35,10,79,42.25,66.35,.4,37.55,10.15,69.38,1.2,1023.795,152.9,9.57,40.72,12.25,8.34999999999999,-.48,2.55,.15,-9.62
2019/3/7 19:00,36,61,.91,42,11,62,44.28,70.5,.4,51.27,12.02,65.78,.865,1023.76,152.9,8.85,44.17,8.28,9.5,-.51,9.27,1.02,3.78
2019/3/7 22:00,32,67,.97,53,10,44,47.05,75.55,.4,81.77,13,51.38,.528,1024.452,152.9,7,53.58,15.05,8.55,-.57,28.77,3,7.38
2019/3/7 23:00,25,66,.94,33,10,50,41.33,65.18,.4,77.97,13,44.97,.543,1024.437,152.9,6.55,55.43,16.33,-.819999999999993,-.54,44.97,3,-5.03
2019/3/8 0:00,31,56,.96,26,10,56,42.47,66.87,.4,49.4,13,35.75,.633,1024.172,152.9,5.8,58.7,11.47,10.87,-.56,23.4,3,-20.25
2019/3/8 2:00,30,49,.9,26,10,59,44.46,70.47,.4,33.16,13,32.53,.572,1023.447,152.9,4.23,65.88,14.46,21.47,-.5,7.16,3,-26.47
2019/3/8 3:00,28,49,1,33,10,49,45.69,71.5,.4,45.94,13,30.38,.525,1022.538,152.9,4,69.5,17.69,22.5,-.6,12.94,3,-18.62
2019/3/8 5:00,34,55,1.42,44,11,37,50.41,80.88,.4,54.81,13,27.44,.466,1022.472,152.9,3.94,69.5,16.41,25.88,-1.02,10.81,2,-9.56
2019/3/8 6:00,43,67,1.6,55,12,29,58.25,93,.406,60.97,13,27,.469,1022.433,152.9,3.22,72.5,15.25,26,-1.194,5.97,1,-2
2019/3/8 7:00,46,86,1.35,41,12,42,62.16,95.16,.458,82.84,13,30.42,.697,1022.913,152.9,5.06,66.03,16.16,9.16,-.892,41.84,1,-11.58
2019/3/8 8:00,45,81,1.25,33,13,52,61.27,92.3,.403,65.4,13,40.2,1.12,1023.04,152.9,7.53,57.8,16.27,11.3,-.847,32.4,0,-11.8
2019/3/8 9:00,38,66,1.08,31,11,57,45.9,72.61,.4,49.05,13,49.68,1.061,1023.222,152.9,9,45.2,7.9,6.61,-.68,18.05,2,-7.32
