PM2.5,PM10,CO,NO2,SO2,O3,year,month,day,hour,minute
118,157,1.29,63,17,7,2019,1,3,0,0
124,160,1.3,63,17,6,2019,1,3,1,0
126,165,1.31,68,18,3,2019,1,3,2,0
124,175,1.34,70,18,3,2019,1,3,3,0
130,169,1.32,65,18,6,2019,1,3,4,0
129,158,1.38,68,18,4,2019,1,3,5,0
118,161,1.4,76,18,5,2019,1,3,6,0
113,164,1.34,79,20,11,2019,1,3,7,0
109,179,1.32,75,21,15,2019,1,3,8,0
105,150,1.42,68,21,19,2019,1,3,9,0
104,149,1.46,60,19,26,2019,1,3,10,0
106,134,1.38,54,17,33,2019,1,3,11,0
95,126,1.31,68,16,25,2019,1,3,12,0
99,130,1.25,67,15,25,2019,1,3,13,0
84,121,1.21,68,15,22,2019,1,3,14,0
80,123,1.25,73,14,18,2019,1,3,15,0
83,121,1.38,74,14,14,2019,1,3,16,0
78,122,1.32,79,14,5,2019,1,3,17,0
83,130,1.39,81,15,3,2019,1,3,18,0
85,141,1.46,84,14,3,2019,1,3,19,0
89,125,1.43,83,14,2,2019,1,3,20,0
80,116,1.33,80,14,2,2019,1,3,21,0
68,110,1.27,77,14,2,2019,1,3,22,0
73,104,1.36,79,11,2,2019,1,3,23,0
75,95,1.42,78,11,3,2019,1,4,0,0
67,82,1.4,76,10,2,2019,1,4,1,0
69,82,1.39,72,9,2,2019,1,4,2,0
62,64,1.39,70,9,2,2019,1,4,3,0
59,58,1.45,69,9,2,2019,1,4,4,0
63,61,1.36,66,9,2,2019,1,4,5,0
62,62,1.37,64,12,2,2019,1,4,6,0
64,61,1.36,61,12,2,2019,1,4,7,0
76,73,1.24,59,10,5,2019,1,4,8,0
71,72,1.13,58,11,6,2019,1,4,9,0
68,67,1.2,60,9,6,2019,1,4,10,0
96,114,1.43,63,9,6,2019,1,4,11,0
98,116,1.16,58,8,10,2019,1,4,12,0
57,65,1.05,52,8,12,2019,1,4,13,0
63,64,0.99,42,8,14,2019,1,4,14,0
45,52,1.07,40,8,11,2019,1,4,15,0
52,54,1.32,47,8,5,2019,1,4,16,0
46,45,1.2,47,8,6,2019,1,4,17,0
33,35,1.09,46,8,6,2019,1,4,18,0
26,22,1.22,48,8,4,2019,1,4,19,0
36,34,1.11,46,8,4,2019,1,4,20,0
28,30,1.22,46,7,5,2019,1,4,21,0
42,38,1.14,39,7,11,2019,1,4,22,0
34,31,1.18,34,7,17,2019,1,4,23,0
33,33,1.38,36,7,12,2019,1,5,0,0
37,44,1.63,38,7,7,2019,1,5,1,0
53,48,1.83,39,7,7,2019,1,5,2,0
48,43,1.93,37,7,9,2019,1,5,3,0
39,39,1.86,30,7,17,2019,1,5,4,0
44,35,2.02,38,7,9,2019,1,5,5,0
54,54,1.93,42,7,8,2019,1,5,6,0
66,66,1.96,47,7,7,2019,1,5,7,0
73,77,1.97,54,8,8,2019,1,5,8,0
79,80,1.98,55,9,8,2019,1,5,9,0
93,98,2.04,60,9,10,2019,1,5,10,0
102,102,2.02,53,9,20,2019,1,5,11,0
101,101,1.98,52,9,23,2019,1,5,12,0
104,95,1.97,51,9,24,2019,1,5,13,0
103,101,1.93,51,8,22,2019,1,5,14,0
99,95,1.89,56,8,13,2019,1,5,15,0
87,90,1.89,54,8,11,2019,1,5,16,0
56,58,2.8,50,9,2,2019,1,5,19,0
76,76,2.68,47,9,2,2019,1,5,20,0
86,89,2.24,45,8,3,2019,1,5,21,0
55,46,2.01,42,8,3,2019,1,5,22,0
49,47,2.22,42,9,2,2019,1,5,23,0
61,62,2.1,41,8,2,2019,1,6,0,0
68,73,2.23,43,9,2,2019,1,6,1,0
80,84,2.09,40,8,2,2019,1,6,2,0
80,82,2.08,40,8,2,2019,1,6,3,0
84,89,2.05,40,9,2,2019,1,6,4,0
75,87,2.1,42,8,2,2019,1,6,5,0
87,99,2.02,43,8,2,2019,1,6,6,0
72,90,1.86,40,8,4,2019,1,6,7,0
79,106,1.81,38,8,6,2019,1,6,8,0
81,94,2.52,37,8,6,2019,1,6,9,0
127,151,2.02,43,8,12,2019,1,6,10,0
85,95,1.64,46,9,18,2019,1,6,11,0
69,76,1.45,41,9,30,2019,1,6,12,0
56,59,1.42,50,9,24,2019,1,6,13,0
62,70,1.42,58,8,17,2019,1,6,14,0
61,75,1.61,64,8,8,2019,1,6,15,0
78,94,1.86,65,7,5,2019,1,6,16,0
80,105,1.92,68,8,3,2019,1,6,17,0
84,106,1.73,61,7,6,2019,1,6,18,0
68,86,1.55,55,7,8,2019,1,6,19,0
55,66,1.46,59,7,8,2019,1,6,20,0
49,62,1.31,57,8,2,2019,1,6,21,0
63,70,1.19,53,8,2,2019,1,6,22,0
56,63,1.14,50,7,3,2019,1,6,23,0
50,65,1.1,50,8,2,2019,1,7,0,0
56,58,1.08,47,8,2,2019,1,7,1,0
51,59,1.05,46,8,3,2019,1,7,2,0
50,59,0.95,43,8,2,2019,1,7,3,0
50,63,0.86,39,8,3,2019,1,7,4,0
60,77,0.83,41,8,5,2019,1,7,5,0
68,74,0.88,42,8,6,2019,1,7,6,0
62,74,0.97,37,9,13,2019,1,7,7,0
54,75,0.94,37,9,23,2019,1,7,8,0
43,51,0.91,34,9,31,2019,1,7,9,0
40,55,0.94,42,8,27,2019,1,7,10,0
40,52,0.9,43,8,24,2019,1,7,11,0
46,56,0.94,53,10,14,2019,1,7,12,0
59,79,1.01,56,9,12,2019,1,7,13,0
59,81,1.07,55,10,10,2019,1,7,14,0
66,84,1.1,56,9,5,2019,1,7,15,0
71,87,1.12,56,10,5,2019,1,7,16,0
44,42,0.98,40,7,20,2019,1,7,20,0
51,55,0.97,39,6,19,2019,1,7,21,0
47,60,0.98,43,6,15,2019,1,7,22,0
51,49,0.95,31,7,27,2019,1,7,23,0
47,44,0.87,24,7,43,2019,1,8,0,0
37,48,0.87,25,7,38,2019,1,8,1,0
47,47,0.89,25,7,34,2019,1,8,2,0
38,47,0.99,39,8,18,2019,1,8,3,0
52,51,1.16,43,8,9,2019,1,8,4,0
59,65,1.29,35,10,18,2019,1,8,5,0
78,82,1.53,55,13,7,2019,1,8,6,0
96,106,1.63,57,14,8,2019,1,8,7,0
99,106,1.46,48,13,20,2019,1,8,8,0
93,114,1.52,48,16,30,2019,1,8,10,0
115,132,1.72,48,26,37,2019,1,8,11,0
144,164,2.01,52,28,38,2019,1,8,12,0
154,187,2.14,56,27,43,2019,1,8,13,0
153,187,2.03,63,24,41,2019,1,8,14,0
144,187,1.86,70,20,30,2019,1,8,15,0
144,186,1.86,80,18,22,2019,1,8,16,0
135,176,1.76,78,17,24,2019,1,8,17,0
116,152,1.43,60,16,32,2019,1,8,18,0
80,98,1.38,54,13,26,2019,1,8,19,0
67,86,1.36,55,12,19,2019,1,8,20,0
61,85,1.42,51,13,19,2019,1,8,21,0
53,69,1.34,46,12,19,2019,1,8,22,0
51,74,1.15,35,12,29,2019,1,8,23,0
35,52,1.11,34,11,31,2019,1,9,0,0
33,53,1.1,30,11,33,2019,1,9,1,0
32,55,1.1,28,9,32,2019,1,9,2,0
32,45,1.1,26,9,29,2019,1,9,3,0
39,42,1,26,8,28,2019,1,9,4,0
31,32,0.93,28,8,25,2019,1,9,5,0
28,25,1.03,40,8,12,2019,1,9,6,0
27,27,1.01,38,7,15,2019,1,9,7,0
30,26,1.07,41,8,15,2019,1,9,8,0
19,25,1.1,43,8,12,2019,1,9,9,0
24,16,1.17,45,8,11,2019,1,9,10,0
26,24,1.13,44,8,12,2019,1,9,11,0
38,35,1.08,45,8,12,2019,1,9,12,0
28,24,1.09,48,8,9,2019,1,9,13,0
26,22,1.07,54,8,7,2019,1,9,14,0
26,18,1.1,57,8,6,2019,1,9,15,0
20,25,1.09,59,8,5,2019,1,9,16,0
26,25,1.06,60,8,4,2019,1,9,17,0
33,24,0.97,58,8,4,2019,1,9,18,0
31,27,0.76,54,7,6,2019,1,9,19,0
35,28,0.72,57,7,4,2019,1,9,20,0
33,28,0.67,51,7,6,2019,1,9,21,0
24,25,0.64,46,7,7,2019,1,9,22,0
29,20,0.66,44,7,6,2019,1,9,23,0
32,29,0.65,43,7,6,2019,1,10,0,0
26,31,0.61,40,7,8,2019,1,10,1,0
24,22,0.63,43,7,5,2019,1,10,2,0
24,22,0.59,36,7,9,2019,1,10,3,0
25,25,0.65,36,7,12,2019,1,10,4,0
30,27,0.63,40,7,7,2019,1,10,5,0
36,31,0.74,47,7,4,2019,1,10,6,0
34,34,0.77,48,7,5,2019,1,10,7,0
32,42,0.82,47,8,7,2019,1,10,8,0
41,54,0.83,44,7,11,2019,1,10,9,0
39,38,0.84,38,8,16,2019,1,10,10,0
48,48,0.84,40,8,16,2019,1,10,11,0
35,40,0.89,48,8,11,2019,1,10,12,0
42,52,0.9,57,10,8,2019,1,10,13,0
61,76,0.88,60,12,10,2019,1,10,14,0
54,70,0.87,56,11,8,2019,1,10,15,0
54,70,0.87,56,11,8,2019,1,10,16,0
51,59,0.97,56,9,3,2019,1,10,17,0
50,56,1.07,55,9,3,2019,1,10,18,0
53,57,1.02,50,8,3,2019,1,10,19,0
48,58,1.04,50,8,4,2019,1,10,20,0
59,76,1.04,48,8,4,2019,1,10,21,0
55,75,1,47,8,2,2019,1,10,22,0
56,79,0.88,43,7,3,2019,1,10,23,0
58,78,0.86,41,7,3,2019,1,11,0,0
42,52,0.86,41,7,2,2019,1,11,1,0
42,48,0.85,41,7,2,2019,1,11,2,0
37,39,0.8,38,7,3,2019,1,11,3,0
22,20,0.82,37,7,3,2019,1,11,4,0
25,25,0.85,37,8,3,2019,1,11,5,0
29,24,0.92,38,8,2,2019,1,11,6,0
30,24,0.96,40,8,3,2019,1,11,7,0
32,29,1,37,8,4,2019,1,11,8,0
118,193,1.8,64,10,9,2019,1,14,8,0
132,172,1.91,62,11,14,2019,1,14,9,0
145,180,1.8,54,11,24,2019,1,14,10,0
128,150,1.55,49,12,28,2019,1,14,14,0
116,149,1.61,56,11,21,2019,1,14,15,0
128,167,1.78,73,13,10,2019,1,14,16,0
133,172,1.67,66,13,14,2019,1,14,17,0
137,180,1.65,71,12,6,2019,1,14,18,0
148,194,1.65,74,11,3,2019,1,14,19,0
155,193,1.55,70,11,3,2019,1,14,20,0
148,189,1.52,55,10,10,2019,1,14,21,0
149,179,1.54,38,10,21,2019,1,14,22,0
141,166,1.59,35,9,21,2019,1,14,23,0
134,161,1.58,33,9,20,2019,1,15,0,0
141,158,1.55,31,9,22,2019,1,15,1,0
122,148,1.67,43,9,8,2019,1,15,2,0
152,170,1.75,42,9,6,2019,1,15,3,0
151,178,1.71,34,10,16,2019,1,15,4,0
170,193,1.64,34,10,16,2019,1,15,5,0
169,194,1.81,45,10,5,2019,1,15,6,0
182,215,2.03,53,11,3,2019,1,15,7,0
200,241,1.96,47,11,9,2019,1,15,8,0
202,235,1.9,36,12,32,2019,1,15,9,0
198,227,2.18,39,14,32,2019,1,15,10,0
237,278,2.35,42,16,32,2019,1,15,11,0
246,289,2.38,48,15,31,2019,1,15,12,0
229,281,2.2,52,15,32,2019,1,15,13,0
195,245,1.72,44,13,40,2019,1,15,14,0
133,191,1.41,47,12,32,2019,1,15,15,0
83,156,1.12,34,12,37,2019,1,15,16,0
56,126,0.86,24,11,40,2019,1,15,17,0
46,106,0.7,19,11,38,2019,1,15,18,0
42,93,0.63,16,11,37,2019,1,15,19,0
38,80,0.63,15,11,35,2019,1,15,20,0
46,78,0.58,12,10,34,2019,1,15,21,0
43,68,0.59,13,10,33,2019,1,15,22,0
31,58,0.6,10,11,37,2019,1,15,23,0
31,64,0.58,9,10,38,2019,1,16,0,0
29,57,0.63,12,10,33,2019,1,16,1,0
32,55,0.68,11,10,31,2019,1,16,2,0
34,51,0.72,13,11,28,2019,1,16,3,0
30,47,0.73,13,10,27,2019,1,16,4,0
23,42,0.73,20,10,21,2019,1,16,5,0
28,46,0.84,29,10,16,2019,1,16,6,0
38,63,0.86,27,10,18,2019,1,16,7,0
28,76,0.82,34,11,21,2019,1,16,8,0
28,75,0.7,34,11,28,2019,1,16,9,0
34,75,0.68,32,10,32,2019,1,16,10,0
31,72,0.79,30,10,35,2019,1,16,11,0
38,89,0.86,32,10,37,2019,1,16,12,0
46,102,0.88,34,9,35,2019,1,16,13,0
50,105,0.85,34,10,35,2019,1,16,14,0
50,100,0.85,35,10,37,2019,1,16,15,0
48,98,0.89,39,10,32,2019,1,16,16,0
39,106,0.96,46,10,25,2019,1,16,17,0
51,104,1.16,56,9,12,2019,1,16,18,0
52,106,1.26,71,10,4,2019,1,16,19,0
53,112,1.3,78,10,3,2019,1,16,20,0
51,120,1.66,80,11,3,2019,1,16,21,0
55,131,1.55,75,10,2,2019,1,16,22,0
55,116,1.48,68,10,3,2019,1,16,23,0
54,96,1.35,63,9,2,2019,1,17,0,0
48,99,1.43,66,12,2,2019,1,17,1,0
62,141,1.32,68,15,2,2019,1,17,2,0
68,158,1.13,64,14,2,2019,1,17,3,0
62,123,1.1,61,11,2,2019,1,17,4,0
58,111,1.16,57,11,2,2019,1,17,5,0
61,135,1.35,58,12,3,2019,1,17,6,0
76,182,1.33,61,14,2,2019,1,17,7,0
69,180,1.25,55,16,5,2019,1,17,8,0
73,178,1.98,55,25,10,2019,1,17,9,0
85,168,1.22,54,19,19,2019,1,17,10,0
69,134,0.98,43,16,34,2019,1,17,11,0
57,113,0.89,43,14,40,2019,1,17,12,0
49,125,0.85,49,14,41,2019,1,17,13,0
58,109,0.75,36,12,54,2019,1,17,14,0
46,113,0.82,36,11,54,2019,1,17,15,0
55,115,0.96,64,12,24,2019,1,17,16,0
61,129,1.42,107,13,6,2019,1,17,17,0
79,185,2.03,108,14,4,2019,1,17,18,0
82,193,2.33,106,15,3,2019,1,17,19,0
89,225,2.33,104,15,3,2019,1,17,20,0
84,186,2.25,97,16,2,2019,1,17,21,0
88,185,1.98,89,16,2,2019,1,17,22,0
79,175,1.9,81,16,2,2019,1,17,23,0
78,163,1.88,77,15,2,2019,1,18,0,0
81,150,1.66,71,14,2,2019,1,18,1,0
71,126,1.48,71,13,2,2019,1,18,2,0
79,132,1.49,64,12,2,2019,1,18,3,0
79,131,1.55,64,12,2,2019,1,18,4,0
77,134,1.72,68,12,2,2019,1,18,5,0
77,138,2.15,72,14,2,2019,1,18,6,0
80,161,2.01,74,16,3,2019,1,18,7,0
87,168,1.79,73,19,6,2019,1,18,8,0
92,169,1.42,67,20,19,2019,1,18,9,0
71,152,1.14,51,16,47,2019,1,18,10,0
65,122,1.02,34,15,70,2019,1,18,11,0
53,114,0.94,30,15,81,2019,1,18,12,0
62,112,1,36,15,79,2019,1,18,13,0
75,124,1.04,44,16,74,2019,1,18,14,0
75,130,1.17,50,14,68,2019,1,18,15,0
80,153,1.28,60,14,54,2019,1,18,16,0
88,155,1.41,67,14,38,2019,1,18,17,0
95,159,1.43,68,14,38,2019,1,18,18,0
86,147,1.52,82,14,23,2019,1,18,19,0
83,136,1.63,98,13,15,2019,1,18,20,0
91,139,1.78,93,14,15,2019,1,18,21,0
86,140,1.51,84,13,12,2019,1,18,22,0
91,149,1.45,75,13,12,2019,1,18,23,0
101,150,1.38,67,14,12,2019,1,19,0,0
105,158,1.38,68,13,5,2019,1,19,1,0
108,163,1.42,69,13,4,2019,1,19,2,0
115,152,1.46,70,13,4,2019,1,19,3,0
108,156,1.49,65,13,3,2019,1,19,4,0
105,159,1.62,63,15,3,2019,1,19,5,0
96,147,1.51,60,14,4,2019,1,19,6,0
84,122,1.54,59,12,6,2019,1,19,7,0
90,133,1.56,58,13,8,2019,1,19,8,0
101,154,1.66,56,14,11,2019,1,19,9,0
108,158,1.62,50,11,18,2019,1,19,10,0
110,146,1.58,45,12,26,2019,1,19,11,0
105,151,1.55,44,12,27,2019,1,19,12,0
107,159,1.52,46,13,27,2019,1,19,13,0
108,154,1.56,52,12,20,2019,1,19,14,0
110,167,1.58,50,12,19,2019,1,19,15,0
118,176,1.7,53,12,12,2019,1,19,16,0
128,183,1.64,61,14,9,2019,1,19,17,0
125,187,1.68,66,15,5,2019,1,19,18,0
148,215,1.78,67,14,3,2019,1,19,19,0
155,211,1.81,63,14,4,2019,1,19,20,0
154,212,1.69,60,13,5,2019,1,19,21,0
155,205,1.56,54,12,8,2019,1,19,22,0
150,202,1.62,50,12,6,2019,1,19,23,0
156,213,1.71,47,13,8,2019,1,20,0,0
164,226,1.74,48,14,5,2019,1,20,1,0
168,216,2.11,50,15,3,2019,1,20,2,0
170,220,2.4,50,17,2,2019,1,20,3,0
177,228,2.45,51,17,4,2019,1,20,4,0
169,225,1.91,49,16,5,2019,1,20,5,0
160,206,1.81,44,17,13,2019,1,20,6,0
137,194,1.84,40,18,16,2019,1,20,7,0
140,191,1.7,40,21,24,2019,1,20,8,0
112,167,1.37,31,16,37,2019,1,20,9,0
72,114,1.45,36,20,37,2019,1,20,10,0
82,130,1.34,34,17,40,2019,1,20,11,0
64,117,1.59,30,17,54,2019,1,20,12,0
57,107,2.51,40,23,49,2019,1,20,13,0
66,108,2.15,36,20,58,2019,1,20,14,0
66,115,1.11,25,15,63,2019,1,20,15,0
37,86,0.94,24,12,55,2019,1,20,16,0
36,85,0.88,24,11,52,2019,1,20,17,0
36,70,0.88,33,12,41,2019,1,20,18,0
34,64,0.9,42,11,28,2019,1,20,19,0
35,63,1,55,10,14,2019,1,20,20,0
38,78,1.09,67,10,4,2019,1,20,21,0
46,93,1.16,67,12,4,2019,1,20,22,0
44,89,1.16,67,11,4,2019,1,20,23,0
52,85,1.32,64,10,3,2019,1,21,0,0
52,105,1.26,61,10,3,2019,1,21,1,0
52,69,1.31,62,10,3,2019,1,21,2,0
46,69,1.38,64,10,2,2019,1,21,3,0
47,80,1.3,66,10,3,2019,1,21,4,0
44,92,1.38,66,11,3,2019,1,21,5,0
42,79,1.6,72,13,3,2019,1,21,6,0
51,132,1.85,77,16,3,2019,1,21,7,0
53,187,1.83,78,16,7,2019,1,21,8,0
64,131,1.65,61,17,33,2019,1,21,9,0
90,131,1.54,46,17,46,2019,1,21,10,0
81,129,1.63,35,20,64,2019,1,21,11,0
122,175,1.29,110,15,6,2019,1,21,18,0
126,203,1.18,110,16,4,2019,1,21,19,0
141,190,1.07,106,16,3,2019,1,21,20,0
129,194,1.07,101,16,4,2019,1,21,21,0
143,196,1.01,93,15,4,2019,1,21,22,0
135,183,1.01,91,14,3,2019,1,21,23,0
136,198,1.03,83,14,3,2019,1,22,0,0
128,183,1.06,79,15,3,2019,1,22,1,0
130,199,0.95,79,16,2,2019,1,22,2,0
127,184,0.98,75,16,2,2019,1,22,3,0
128,185,1.04,73,17,2,2019,1,22,4,0
125,182,1.19,72,18,2,2019,1,22,5,0
125,184,1.21,78,22,2,2019,1,22,6,0
104,195,0.74,71,21,5,2019,1,22,7,0
90,174,0.39,51,19,19,2019,1,22,8,0
73,124,0.27,40,16,34,2019,1,22,9,0
54,112,0.18,29,15,59,2019,1,22,10,0
58,121,0.16,20,15,85,2019,1,22,11,0
46,104,0.19,20,15,92,2019,1,22,12,0
53,107,0.21,24,16,96,2019,1,22,13,0
67,104,0.22,27,16,94,2019,1,22,14,0
57,104,0.27,36,15,87,2019,1,22,15,0
70,124,0.54,92,16,28,2019,1,22,17,0
84,151,0.82,117,16,5,2019,1,22,18,0
88,162,1.09,113,17,4,2019,1,22,19,0
96,167,1.45,118,20,4,2019,1,22,20,0
106,184,1.59,107,21,3,2019,1,22,21,0
95,184,1.36,94,17,3,2019,1,22,22,0
92,145,1.07,88,14,2,2019,1,22,23,0
80,122,1.07,83,14,2,2019,1,23,0,0
84,122,0.96,78,14,2,2019,1,23,1,0
83,123,0.88,87,16,2,2019,1,23,2,0
88,133,0.86,79,15,2,2019,1,23,3,0
81,124,0.84,76,14,2,2019,1,23,4,0
89,129,0.9,83,16,2,2019,1,23,5,0
98,147,1.03,83,17,2,2019,1,23,6,0
111,183,1.11,82,20,3,2019,1,23,7,0
109,200,1.18,88,26,4,2019,1,23,8,0
119,202,2.13,93,57,11,2019,1,23,9,0
112,187,1.14,79,40,31,2019,1,23,10,0
92,146,0.64,55,22,64,2019,1,23,11,0
66,105,0.31,30,17,100,2019,1,23,12,0
60,100,0.28,30,16,102,2019,1,23,13,0
64,94,0.28,40,16,92,2019,1,23,14,0
63,123,0.3,54,15,83,2019,1,23,15,0
59,126,0.78,119,14,14,2019,1,23,16,0
84,196,2,128,28,6,2019,1,23,17,0
121,267,2.26,121,29,3,2019,1,23,18,0
101,239,1.96,119,21,3,2019,1,23,19,0
107,206,1.98,115,22,3,2019,1,23,20,0
97,176,2.27,106,22,3,2019,1,23,21,0
96,189,1.7,94,19,2,2019,1,23,22,0
92,149,1.3,85,15,2,2019,1,23,23,0
73,119,1.06,81,13,2,2019,1,24,0,0
79,110,1,78,13,2,2019,1,24,1,0
77,118,0.96,73,12,2,2019,1,24,2,0
88,118,0.89,79,15,2,2019,1,24,3,0
97,132,0.93,86,17,2,2019,1,24,4,0
105,145,1.06,82,16,3,2019,1,24,5,0
114,170,1.32,89,18,3,2019,1,24,6,0
132,216,1.56,102,23,3,2019,1,24,7,0
131,217,1.3,106,25,6,2019,1,24,8,0
133,211,1.08,115,25,12,2019,1,24,9,0
130,201,0.67,58,22,69,2019,1,24,10,0
101,139,0.55,41,19,105,2019,1,24,11,0
94,134,0.51,41,18,112,2019,1,24,12,0
90,119,0.41,54,18,108,2019,1,24,13,0
85,130,0.36,47,17,110,2019,1,24,14,0
78,124,0.42,56,17,105,2019,1,24,15,0
94,134,0.5,54,16,102,2019,1,24,16,0
88,141,0.61,63,17,85,2019,1,24,17,0
102,157,0.74,79,20,66,2019,1,24,18,0
113,171,1.08,134,17,9,2019,1,24,19,0
129,225,0.98,130,16,11,2019,1,24,20,0
128,179,0.72,90,16,46,2019,1,24,21,0
135,169,0.68,80,16,50,2019,1,24,22,0
136,175,0.65,81,16,39,2019,1,24,23,0
142,182,0.76,96,17,21,2019,1,25,0,0
133,174,0.85,105,18,11,2019,1,25,1,0
124,164,0.96,103,17,8,2019,1,25,2,0
113,158,0.9,99,17,8,2019,1,25,3,0
117,154,0.76,99,17,8,2019,1,25,4,0
109,151,0.6,78,17,23,2019,1,25,5,0
100,143,0.74,97,16,6,2019,1,25,6,0
103,155,0.81,94,17,10,2019,1,25,7,0
106,161,0.98,88,22,9,2019,1,25,8,0
115,198,0.98,86,22,14,2019,1,25,9,0
114,164,0.9,82,23,23,2019,1,25,10,0
109,164,0.75,65,27,48,2019,1,25,11,0
104,158,0.5,31,19,88,2019,1,25,12,0
79,149,0.39,26,15,92,2019,1,25,13,0
66,113,0.3,26,14,90,2019,1,25,14,0
64,96,0.31,22,15,91,2019,1,25,15,0
67,94,0.36,30,11,44,2019,1,25,16,0
67,125,0.35,27,9,37,2019,1,25,17,0
71,102,0.33,23,9,43,2019,1,25,18,0
71,103,0.36,23,11,48,2019,1,25,19,0
56,88,0.33,27,13,45,2019,1,25,20,0
56,73,0.28,24,13,48,2019,1,25,21,0
48,69,0.11,14,12,64,2019,1,25,22,0
26,59,0.13,16,12,59,2019,1,25,23,0
30,60,0.09,19,14,51,2019,1,26,0,0
28,57,0.07,16,13,52,2019,1,26,1,0
21,47,0.07,17,13,49,2019,1,26,2,0
17,34,0.1,19,16,47,2019,1,26,3,0
22,29,0.09,16,16,50,2019,1,26,4,0
16,32,0.05,20,14,48,2019,1,26,5,0
22,30,0.1,36,13,30,2019,1,26,6,0
15,38,0.1,27,14,38,2019,1,26,7,0
18,29,0.11,19,13,53,2019,1,26,8,0
19,28,0.12,19,11,58,2019,1,26,9,0
13,43,0.11,18,11,62,2019,1,26,10,0
18,37,0.08,14,10,67,2019,1,26,11,0
15,33,0.06,15,10,67,2019,1,26,12,0
21,29,0.08,21,11,66,2019,1,26,13,0
13,36,0.08,23,12,68,2019,1,26,14,0
11,40,0.06,28,12,61,2019,1,26,15,0
18,42,0.11,29,10,56,2019,1,26,16,0
19,37,0.16,35,10,50,2019,1,26,17,0
23,49,0.22,37,12,44,2019,1,26,18,0
35,51,0.21,43,11,36,2019,1,26,19,0
21,52,0.28,46,12,31,2019,1,26,20,0
31,57,0.22,48,10,28,2019,1,26,21,0
29,54,0.23,47,10,25,2019,1,26,22,0
32,56,0.21,34,11,37,2019,1,26,23,0
34,51,0.17,53,11,17,2019,1,27,0,0
31,59,0.26,54,11,8,2019,1,27,1,0
40,59,0.33,44,11,16,2019,1,27,2,0
32,53,0.51,42,12,17,2019,1,27,3,0
25,48,0.64,31,12,26,2019,1,27,4,0
32,53,0.4,34,11,25,2019,1,27,5,0
32,51,0.31,36,10,25,2019,1,27,6,0
29,51,0.22,25,11,39,2019,1,27,7,0
28,51,0.21,20,12,49,2019,1,27,8,0
23,58,0.24,21,12,50,2019,1,27,9,0
34,52,0.22,22,12,56,2019,1,27,10,0
28,59,0.22,20,11,61,2019,1,27,11,0
31,53,0.2,19,10,71,2019,1,27,12,0
31,47,0.2,20,9,74,2019,1,27,13,0
31,50,0.22,21,10,78,2019,1,27,14,0
31,52,0.25,24,9,77,2019,1,27,15,0
31,55,0.37,44,10,57,2019,1,27,16,0
44,70,0.53,67,11,27,2019,1,27,17,0
52,91,0.51,82,10,13,2019,1,27,18,0
51,95,0.51,81,11,9,2019,1,27,19,0
57,98,0.56,85,12,4,2019,1,27,20,0
57,86,0.65,83,11,5,2019,1,27,21,0
53,86,0.58,83,11,4,2019,1,27,22,0
50,87,0.62,81,11,4,2019,1,27,23,0
55,84,0.57,77,12,2,2019,1,28,0,0
52,101,0.54,77,12,3,2019,1,28,1,0
54,102,0.56,78,13,3,2019,1,28,2,0
68,101,0.72,74,19,3,2019,1,28,3,0
84,120,0.65,59,18,12,2019,1,28,4,0
95,120,0.5,42,16,31,2019,1,28,5,0
103,131,0.56,41,16,38,2019,1,28,6,0
107,130,0.54,35,15,45,2019,1,28,7,0
82,118,0.52,34,14,49,2019,1,28,8,0
89,109,0.56,48,15,35,2019,1,28,9,0
95,103,0.73,45,10,27,2019,1,28,14,0
95,109,0.78,46,10,27,2019,1,28,15,0
113,128,0.76,51,10,25,2019,1,28,16,0
111,128,0.82,55,10,19,2019,1,28,17,0
110,124,0.83,58,10,16,2019,1,28,18,0
109,122,0.84,64,10,12,2019,1,28,19,0
113,122,0.83,62,10,11,2019,1,28,20,0
115,119,0.84,63,9,9,2019,1,28,21,0
115,125,0.83,57,11,14,2019,1,28,22,0
115,123,0.85,55,10,12,2019,1,28,23,0
102,125,0.8,38,11,28,2019,1,29,0,0
107,116,0.76,37,10,31,2019,1,29,1,0
92,110,0.7,30,10,40,2019,1,29,2,0
82,103,0.74,27,11,48,2019,1,29,3,0
78,93,0.68,27,11,50,2019,1,29,4,0
76,99,0.75,30,11,44,2019,1,29,5,0
76,108,0.83,43,11,24,2019,1,29,6,0
90,119,0.93,47,12,20,2019,1,29,7,0
56,134,0.99,39,14,32,2019,1,29,8,0
50,122,1.21,34,18,43,2019,1,29,9,0
57,105,1.07,28,16,56,2019,1,29,10,0
61,106,0.97,29,16,62,2019,1,29,11,0
60,107,0.96,30,15,64,2019,1,29,12,0
60,110,0.95,30,14,67,2019,1,29,13,0
71,105,0.93,34,12,59,2019,1,29,14,0
69,104,1.05,42,12,48,2019,1,29,15,0
74,112,1.11,41,13,50,2019,1,29,16,0
71,106,1.07,48,12,41,2019,1,29,17,0
84,115,0.93,43,12,42,2019,1,29,18,0
80,101,0.88,47,10,35,2019,1,29,19,0
76,97,1.08,63,10,16,2019,1,29,20,0
75,96,0.98,62,9,10,2019,1,29,21,0
82,92,0.96,49,9,15,2019,1,29,22,0
79,93,0.89,44,9,20,2019,1,29,23,0
98,101,1.1,62,9,4,2019,1,30,0,0
83,97,1.01,56,9,6,2019,1,30,1,0
